fiscalDateEnding,reportedCurrency_cash_flow,operatingCashflow_cash_flow,paymentsForOperatingActivities_cash_flow,proceedsFromOperatingActivities_cash_flow,changeInOperatingLiabilities_cash_flow,changeInOperatingAssets_cash_flow,depreciationDepletionAndAmortization_cash_flow,capitalExpenditures_cash_flow,changeInReceivables_cash_flow,changeInInventory_cash_flow,profitLoss_cash_flow,cashflowFromInvestment_cash_flow,cashflowFromFinancing_cash_flow,proceedsFromRepaymentsOfShortTermDebt_cash_flow,paymentsForRepurchaseOfCommonStock_cash_flow,paymentsForRepurchaseOfEquity_cash_flow,paymentsForRepurchaseOfPreferredStock_cash_flow,dividendPayout_cash_flow,dividendPayoutCommonStock_cash_flow,dividendPayoutPreferredStock_cash_flow,proceedsFromIssuanceOfCommonStock_cash_flow,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet_cash_flow,proceedsFromIssuanceOfPreferredStock_cash_flow,proceedsFromRepurchaseOfEquity_cash_flow,proceedsFromSaleOfTreasuryStock_cash_flow,changeInCashAndCashEquivalents_cash_flow,changeInExchangeRate_cash_flow,netIncome_cash_flow,reportedCurrency_balance_sheet,totalAssets_balance_sheet,totalCurrentAssets_balance_sheet,cashAndCashEquivalentsAtCarryingValue_balance_sheet,cashAndShortTermInvestments_balance_sheet,inventory_balance_sheet,currentNetReceivables_balance_sheet,totalNonCurrentAssets_balance_sheet,propertyPlantEquipment_balance_sheet,accumulatedDepreciationAmortizationPPE_balance_sheet,intangibleAssets_balance_sheet,intangibleAssetsExcludingGoodwill_balance_sheet,goodwill_balance_sheet,investments_balance_sheet,longTermInvestments_balance_sheet,shortTermInvestments_balance_sheet,otherCurrentAssets_balance_sheet,otherNonCurrentAssets_balance_sheet,totalLiabilities_balance_sheet,totalCurrentLiabilities_balance_sheet,currentAccountsPayable_balance_sheet,deferredRevenue_balance_sheet,currentDebt_balance_sheet,shortTermDebt_balance_sheet,totalNonCurrentLiabilities_balance_sheet,capitalLeaseObligations_balance_sheet,longTermDebt_balance_sheet,currentLongTermDebt_balance_sheet,longTermDebtNoncurrent_balance_sheet,shortLongTermDebtTotal_balance_sheet,otherCurrentLiabilities_balance_sheet,otherNonCurrentLiabilities_balance_sheet,totalShareholderEquity_balance_sheet,treasuryStock_balance_sheet,retainedEarnings_balance_sheet,commonStock_balance_sheet,commonStockSharesOutstanding_balance_sheet,reportedCurrency_income_statement,grossProfit_income_statement,totalRevenue_income_statement,costOfRevenue_income_statement,costofGoodsAndServicesSold_income_statement,operatingIncome_income_statement,sellingGeneralAndAdministrative_income_statement,researchAndDevelopment_income_statement,operatingExpenses_income_statement,investmentIncomeNet_income_statement,netInterestIncome_income_statement,interestIncome_income_statement,interestExpense_income_statement,nonInterestIncome_income_statement,otherNonOperatingIncome_income_statement,depreciation_income_statement,depreciationAndAmortization_income_statement,incomeBeforeTax_income_statement,incomeTaxExpense_income_statement,interestAndDebtExpense_income_statement,netIncomeFromContinuingOperations_income_statement,comprehensiveIncomeNetOfTax_income_statement,ebit_income_statement,ebitda_income_statement,netIncome_income_statement,reportedDate_earnings,reportedEPS_earnings,estimatedEPS_earnings,surprise_earnings,surprisePercentage_earnings,reportTime_earnings
2024-09-30,USD,26811000000,None,None,36741000000,30133000000,2911000000,2908000000,22941000000,1087000000,14736000000,1445000000,-24948000000,13890000000,25083000000,25083000000,None,3804000000,3804000000,None,None,0,None,-25083000000,None,None,None,14736000000,USD,364980000000,152987000000,29943000000,65171000000,7286000000,66243000000,211993000000,45680000000,73448000000,None,None,None,254763000000,91479000000,35228000000,14287000000,74834000000,308030000000,176392000000,68960000000,21049000000,21023000000,9967000000,131638000000,752000000,96662000000,10912000000,85750000000,106629000000,78304000000,45888000000,56950000000,None,-19154000000,83276000000,15116786000,USD,43879000000,94930000000,57574000000,51051000000,29591000000,6523000000,7765000000,14288000000,None,None,None,None,94930000000,None,None,2911000000,29610000000,14874000000,None,14736000000,15980000000,29591000000,32502000000,14736000000,2024-10-31,1.64,1.6,0.04,2.5,post-market
2024-06-30,USD,28858000000,None,None,4978000000,3294000000,2850000000,2151000000,2094000000,12000000,21448000000,-127000000,-36017000000,1994000000,26522000000,26522000000,None,3895000000,3895000000,None,None,0,None,-26522000000,None,None,None,21448000000,USD,331612000000,125435000000,25565000000,61801000000,6165000000,43172000000,206177000000,44502000000,72627000000,None,None,None,255441000000,91240000000,36236000000,14297000000,70435000000,264904000000,131624000000,47574000000,20553000000,15108000000,2994000000,133280000000,None,98300000000,12114000000,86196000000,101294000000,60889000000,47084000000,66708000000,None,-4726000000,79850000000,15222259000,USD,39678000000,85777000000,52419000000,46099000000,25352000000,6320000000,8006000000,14326000000,None,None,None,None,85777000000,None,None,2850000000,25494000000,4046000000,None,21448000000,21992000000,25352000000,28202000000,21448000000,2024-08-01,1.4,1.35,0.05,3.7037,post-market
2024-03-31,USD,22690000000,None,None,-11740000000,-5976000000,2836000000,1996000000,-8767000000,-190000000,23636000000,-310000000,-30433000000,4000000,23205000000,23205000000,None,3710000000,3710000000,None,None,0,None,-23205000000,None,None,None,23636000000,USD,337411000000,128416000000,32695000000,67150000000,6232000000,41150000000,208995000000,43546000000,71697000000,None,None,None,261876000000,95187000000,34455000000,13884000000,70262000000,263217000000,123822000000,45753000000,20612000000,12759000000,1997000000,139395000000,None,102600000000,10762000000,91831000000,104597000000,57298000000,47564000000,74194000000,None,4339000000,78815000000,15337686000,USD,42271000000,90753000000,54950000000,48482000000,27900000000,6468000000,7903000000,14371000000,None,None,None,None,90753000000,None,None,2836000000,28058000000,4422000000,None,23636000000,24054000000,27900000000,30736000000,23636000000,2024-05-02,1.53,1.5,0.03,2,post-market
2023-12-31,USD,39895000000,None,None,-8407000000,-9530000000,2848000000,2392000000,-11124000000,137000000,33916000000,1927000000,-30585000000,-7968000000,20139000000,20139000000,None,3825000000,3825000000,None,None,0,None,-20139000000,None,None,None,33916000000,USD,353514000000,143692000000,40760000000,73100000000,6511000000,50102000000,209822000000,43666000000,72510000000,None,None,None,272376000000,99475000000,32340000000,13979000000,66681000000,279414000000,133973000000,58146000000,20764000000,12952000000,1998000000,145441000000,None,106000000000,10954000000,95088000000,107998000000,54611000000,50353000000,74100000000,None,8242000000,75236000000,15460223000,USD,54855000000,119575000000,71506000000,64720000000,40373000000,6786000000,7696000000,14482000000,None,None,None,1002000000,119575000000,None,None,2848000000,40323000000,6407000000,None,33916000000,35990000000,40373000000,43221000000,33916000000,2024-02-01,2.18,2.1,0.08,3.8095,post-market
2023-09-30,USD,21598000000,3113000000,None,14946000000,21006000000,2653000000,2163000000,21137000000,-952000000,22956000000,2394000000,-23153000000,3986000000,21003000000,21003000000,None,3758000000,3758000000,None,0,0,None,-21003000000,None,839000000,None,22956000000,USD,352583000000,143566000000,29965000000,61555000000,6331000000,60985000000,209017000000,43715000000,70884000000,None,None,None,264965000000,100544000000,31590000000,14695000000,64758000000,290437000000,145308000000,62611000000,20161000000,15972000000,5985000000,145129000000,859000000,105103000000,9822000000,95281000000,111088000000,58829000000,49848000000,62146000000,None,-214000000,73812000000,15550061000,USD,40427000000,88496000000,55222000000,49071000000,26969000000,6151000000,7307000000,13458000000,984000000,-1002000000,984000000,1002000000,89498000000,47000000,None,2653000000,26998000000,4042000000,1002000000,22956000000,23305000000,28000000000,29622000000,22956000000,2023-11-02,1.46,1.39,0.07,5.036,post-market
2023-06-30,USD,26380000000,None,None,5203000000,4454000000,3052000000,2093000000,3661000000,22000000,19881000000,437000000,-24048000000,0,17478000000,0,None,3849000000,3849000000,None,0,0,None,0,None,2769000000,None,19881000000,USD,335038000000,122659000000,28408000000,62482000000,7351000000,39186000000,212379000000,43550000000,70787000000,None,None,None,277871000000,104061000000,34074000000,13640000000,64768000000,274764000000,124963000000,46699000000,20358000000,11209000000,3993000000,149801000000,None,105300000000,7216000000,98071000000,109293000000,58897000000,51730000000,60274000000,None,1408000000,70667000000,15647868000,USD,36413000000,80799000000,51357000000,45384000000,22998000000,5973000000,7442000000,13415000000,980000000,-998000000,980000000,998000000,81797000000,-247000000,None,3052000000,22733000000,2852000000,998000000,19881000000,19826000000,23731000000,26050000000,19881000000,2023-08-03,1.26,1.19,0.07,5.8824,post-market
2023-03-31,USD,28560000000,None,None,-16821000000,-17052000000,2898000000,2916000000,-17786000000,741000000,24160000000,2319000000,-25724000000,508000000,19594000000,19594000000,None,3650000000,3650000000,None,None,None,None,-19594000000,None,5155000000,None,24160000000,USD,332160000000,112913000000,24687000000,24687000000,7482000000,None,219247000000,43398000000,69668000000,None,None,None,None,110461000000,31185000000,13660000000,65388000000,270002000000,120075000000,42945000000,None,None,12574000000,149927000000,None,107600000000,10578000000,97041000000,109615000000,56425000000,52886000000,62158000000,None,4336000000,69568000000,15723406000,USD,41976000000,94836000000,59061000000,52860000000,28318000000,6201000000,7457000000,13658000000,None,-12000000,918000000,930000000,94836000000,76000000,None,2898000000,28382000000,4222000000,None,24160000000,25326000000,29312000000,31216000000,24160000000,2023-05-04,1.52,1.43,0.09,6.2937,post-market
2023-03-31,USD,28560000000,None,None,None,None,2898000000,2916000000,17786000000,-741000000,24160000000,2319000000,-25724000000,0,None,0,None,3650000000,3650000000,None,0,0,None,0,None,5155000000,None,24160000000,USD,332160000000,112913000000,24687000000,24687000000,7482000000,None,219247000000,43398000000,69668000000,None,None,None,None,110461000000,31185000000,13660000000,65388000000,270002000000,120075000000,42945000000,None,None,12574000000,149927000000,None,107600000000,10578000000,97041000000,109615000000,56425000000,52886000000,62158000000,None,4336000000,69568000000,15723406000,USD,41976000000,94836000000,59061000000,52860000000,28318000000,6201000000,7457000000,13658000000,None,-12000000,918000000,930000000,94836000000,76000000,None,2898000000,28382000000,4222000000,None,24160000000,25326000000,29312000000,31216000000,24160000000,2023-05-04,1.52,1.43,0.09,6.2937,post-market
2022-12-31,USD,34005000000,703000000,None,-2186000000,-689000000,2916000000,3787000000,-6595000000,1807000000,29998000000,-1445000000,-35563000000,-16428000000,19475000000,19475000000,None,3768000000,3768000000,None,0,0,None,-19475000000,None,-3003000000,None,29998000000,USD,346747000000,128777000000,20535000000,51355000000,6820000000,54180000000,217970000000,42951000000,68044000000,None,None,None,291347000000,114095000000,30820000000,16422000000,60924000000,290020000000,137286000000,57918000000,20592000000,11483000000,1743000000,152734000000,None,109400000000,9740000000,99627000000,111143000000,59893000000,53107000000,56727000000,None,3240000000,66399000000,15842407000,USD,50332000000,116151000000,73429000000,66822000000,36016000000,6607000000,7709000000,14316000000,868000000,-1003000000,868000000,1003000000,117154000000,-258000000,None,2916000000,35623000000,5625000000,1003000000,29998000000,28195000000,36626000000,38932000000,29998000000,2023-02-02,1.88,1.94,-0.06,-3.0928,post-market
2022-09-30,USD,24127000000,2755000000,None,21420000000,21468000000,2865000000,3289000000,18693000000,-435000000,20721000000,-1217000000,-26794000000,-2030000000,24428000000,24428000000,None,3703000000,3703000000,None,None,5465000000,None,-24428000000,None,-3884000000,None,20721000000,USD,352755000000,135405000000,23646000000,48304000000,4946000000,60932000000,217350000000,42117000000,72340000000,None,None,None,292870000000,120805000000,24658000000,21223000000,54428000000,302083000000,153982000000,64115000000,20312000000,21239000000,9982000000,148101000000,812000000,110087000000,11128000000,98959000000,233256000000,60845000000,49142000000,50672000000,None,-3068000000,64849000000,15943425000,USD,38095000000,89319000000,58491000000,52051000000,24894000000,6440000000,6761000000,13201000000,753000000,-827000000,753000000,827000000,90146000000,-163000000,None,2865000000,24657000000,3936000000,827000000,20721000000,18909000000,25484000000,28349000000,20721000000,2022-10-27,1.29,1.27,0.02,1.5748,post-market
2022-06-30,USD,22892000000,504000000,None,-6627000000,-3402000000,2805000000,2102000000,-3165000000,16000000,19442000000,4234000000,-27445000000,7942000000,21865000000,21865000000,None,3811000000,3811000000,None,None,0,None,-21865000000,None,19442000000,None,19442000000,USD,336309000000,112292000000,27502000000,48231000000,5433000000,42242000000,224017000000,40335000000,71516000000,None,None,None,307072000000,131077000000,20729000000,16386000000,52605000000,278202000000,129873000000,48343000000,19928000000,24991000000,10982000000,148329000000,None,108700000000,14009000000,94700000000,119682000000,48811000000,53629000000,58107000000,None,5289000000,62115000000,16095378000,USD,35885000000,82240000000,53086000000,47074000000,23076000000,6012000000,6797000000,12809000000,722000000,-719000000,722000000,719000000,82959000000,-13000000,None,2805000000,23066000000,3624000000,719000000,19442000000,16639000000,23785000000,25881000000,19442000000,2022-07-28,1.2,1.16,0.04,3.4483,post-market
2022-03-31,USD,28166000000,875000000,None,-23746000000,-21694000000,2737000000,2514000000,-19931000000,-384000000,25010000000,-9265000000,-28351000000,3998000000,22631000000,22631000000,None,3595000000,3595000000,None,None,0,None,-22631000000,None,25010000000,None,25010000000,USD,350662000000,118180000000,28098000000,51511000000,5460000000,45400000000,232482000000,39304000000,70020000000,None,None,None,335183000000,141219000000,23413000000,15809000000,51959000000,283263000000,127508000000,52682000000,20420000000,16658000000,6999000000,155755000000,None,113000000000,9659000000,103323000000,119999000000,50248000000,52432000000,67399000000,None,12712000000,61181000000,16207568000,USD,42559000000,96587000000,60912000000,54719000000,29979000000,6193000000,6387000000,12580000000,700000000,-691000000,700000000,691000000,97278000000,151000000,None,2737000000,30139000000,5129000000,691000000,25010000000,19443000000,30830000000,32716000000,25010000000,2022-04-28,1.52,1.43,0.09,6.2937,post-market
2021-12-31,USD,46966000000,531000000,None,24511000000,17986000000,2697000000,2803000000,13746000000,-681000000,34630000000,-16106000000,-28159000000,-2000000000,20478000000,20478000000,None,3732000000,3732000000,None,None,None,None,-20478000000,None,2701000000,None,34630000000,USD,381191000000,153154000000,37119000000,63913000000,5876000000,65253000000,228037000000,39245000000,68454000000,None,None,None,338496000000,138683000000,26794000000,18112000000,50109000000,309259000000,147574000000,74362000000,20276000000,16169000000,5000000000,161685000000,None,117800000000,11169000000,106629000000,122800000000,49167000000,55056000000,71932000000,None,14435000000,58424000000,16340851000,USD,54243000000,123251000000,76151000000,69702000000,41488000000,6449000000,6306000000,12755000000,650000000,-694000000,650000000,694000000,123945000000,-203000000,None,2697000000,41241000000,6611000000,694000000,34630000000,33540000000,41935000000,44185000000,34630000000,2022-01-27,2.1,1.89,0.21,11.1111,post-market
2021-09-30,USD,20200000000,2217000000,None,19386000000,21176000000,2989000000,3223000000,17604000000,1429000000,20551000000,835000000,-20382000000,-4000000000,19748000000,19748000000,None,3640000000,3640000000,None,544000000,6470000000,None,-19204000000,None,653000000,None,20551000000,USD,351002000000,134836000000,34940000000,62639000000,6580000000,51506000000,216166000000,39440000000,70283000000,None,None,None,318994000000,127877000000,27699000000,14111000000,48849000000,287912000000,125481000000,54763000000,19512000000,15692000000,6000000000,162431000000,769000000,118700000000,9613000000,109106000000,241783000000,47493000000,53325000000,63090000000,None,5562000000,57365000000,16426786000,USD,35174000000,82688000000,53802000000,48186000000,23786000000,5616000000,5772000000,11388000000,659000000,-672000000,659000000,672000000,83360000000,-525000000,None,2989000000,23248000000,2697000000,672000000,20551000000,20656000000,23920000000,26775000000,20551000000,2021-10-28,1.24,1.24,0,0,post-market
2021-06-30,USD,21094000000,543000000,None,-2275000000,2422000000,2832000000,2093000000,869000000,-13000000,21744000000,3572000000,-29396000000,6000000000,22900000000,22900000000,None,3767000000,3767000000,None,0,0,None,-22900000000,None,21744000000,None,21744000000,USD,329840000000,114423000000,34050000000,61696000000,5178000000,33908000000,215417000000,38615000000,70242000000,None,None,None,328650000000,131948000000,27646000000,13641000000,44854000000,265560000000,107754000000,40409000000,19681000000,16039000000,8000000000,157806000000,None,128339000000,8039000000,105752000000,120840000000,43625000000,52054000000,64280000000,None,9233000000,54989000000,16556942000,USD,35255000000,80769000000,51591000000,46179000000,24126000000,5412000000,5717000000,11129000000,719000000,-665000000,719000000,665000000,81434000000,189000000,None,2832000000,24369000000,2625000000,665000000,21744000000,22088000000,25034000000,26958000000,21744000000,2021-07-27,1.3,1.01,0.29,28.7129,post-market
2021-03-31,USD,23981000000,708000000,None,-28280000000,-24501000000,2797000000,2269000000,-25584000000,276000000,23630000000,-10368000000,-11326000000,0,18548000000,18548000000,None,3447000000,3447000000,None,561000000,13923000000,None,-17987000000,None,23630000000,None,23630000000,USD,337158000000,121465000000,38466000000,69834000000,5219000000,33036000000,215693000000,37815000000,69465000000,None,None,None,338696000000,134539000000,31368000000,13376000000,43339000000,267980000000,106385000000,40127000000,19495000000,13003000000,5000000000,161595000000,None,129203000000,8003000000,108642000000,120629000000,45660000000,52953000000,69178000000,None,15261000000,54203000000,16686305000,USD,38079000000,88914000000,56819000000,51505000000,27503000000,5314000000,5262000000,10576000000,718000000,-670000000,718000000,670000000,89584000000,460000000,None,2797000000,28011000000,4381000000,670000000,23630000000,23165000000,28681000000,30300000000,23630000000,2021-04-28,1.4,0.99,0.41,41.4141,post-market
2020-12-31,USD,38763000000,619000000,None,30970000000,25615000000,2666000000,3500000000,21139000000,950000000,28755000000,-8584000000,-32249000000,44000000,24775000000,24775000000,None,3613000000,3613000000,None,0,0,None,-24775000000,None,-2070000000,None,28755000000,USD,354054000000,154106000000,36010000000,76826000000,4973000000,58620000000,199948000000,37933000000,67560000000,None,None,None,355132000000,118745000000,40816000000,13687000000,43270000000,287830000000,132507000000,63846000000,18995000000,12762000000,5000000000,155323000000,None,124962000000,7762000000,99281000000,110595000000,48504000000,56042000000,66224000000,None,14301000000,51744000000,16823263000,USD,44328000000,110801000000,72742000000,67111000000,33534000000,5631000000,5163000000,10794000000,747000000,-638000000,747000000,638000000,111439000000,-64000000,None,2666000000,33579000000,4824000000,638000000,28755000000,29340000000,34217000000,36200000000,28755000000,2021-01-27,1.68,1.41,0.27,19.1489,post-market
2020-09-30,USD,20576000000,1127000000,None,12206000000,8329000000,2702000000,1784000000,5364000000,137000000,24689000000,5531000000,-21357000000,-7153000000,17187000000,17187000000,None,3511000000,3511000000,None,450000000,5456000000,None,-16737000000,None,24689000000,None,12673000000,USD,323888000000,143713000000,38016000000,90943000000,4061000000,37445000000,180175000000,36766000000,66760000000,None,None,None,345644000000,100887000000,52927000000,11264000000,42522000000,258549000000,105392000000,42296000000,16843000000,13793000000,4996000000,153157000000,637000000,125873000000,8773000000,98667000000,216860000000,42684000000,54490000000,65339000000,None,14966000000,50779000000,16976763000,USD,24689000000,64698000000,44945000000,40009000000,14775000000,4936000000,4978000000,9914000000,768000000,-634000000,134000000,634000000,64698000000,-8000000,None,2702000000,14901000000,2228000000,634000000,24689000000,12817000000,15535000000,17477000000,12673000000,2020-10-29,0.73,0.7,0.03,4.2857,post-market
2020-06-30,USD,16271000000,388000000,None,-474000000,-44000000,2752000000,1565000000,1373000000,689000000,11253000000,-5165000000,-19116000000,-365000000,15891000000,15891000000,None,3656000000,3656000000,None,0,8425000000,None,-15891000000,None,10865000000,None,11253000000,USD,317344000000,140065000000,33383000000,93025000000,3978000000,32075000000,177279000000,35687000000,65230000000,None,None,None,353851000000,100592000000,59642000000,10987000000,41000000000,245062000000,95318000000,35325000000,16113000000,18675000000,11166000000,149744000000,None,118309000000,7509000000,94048000000,110987000000,35005000000,55696000000,72282000000,None,24136000000,48696000000,4283939000,USD,22680000000,58988000000,41836000000,37005000000,13091000000,4831000000,4758000000,9589000000,901000000,-697000000,901000000,697000000,59685000000,-158000000,None,2752000000,13137000000,1884000000,697000000,11253000000,13492000000,13834000000,15843000000,11253000000,2020-07-30,0.65,0.51,0.14,27.451,post-market
2020-03-31,USD,13311000000,353000000,None,-10207000000,-8205000000,2786000000,1853000000,-9290000000,-727000000,11249000000,9013000000,-20940000000,7550000000,18574000000,18574000000,None,3375000000,3375000000,None,428000000,0,None,-18146000000,None,10896000000,None,11249000000,USD,320400000000,143753000000,40174000000,94051000000,3334000000,30677000000,176647000000,35889000000,62854000000,None,None,None,345514000000,98793000000,53877000000,15691000000,41965000000,241975000000,96094000000,32421000000,15328000000,20421000000,10029000000,145881000000,None,115992000000,10392000000,89086000000,107777000000,37324000000,56795000000,78425000000,None,33182000000,48032000000,4323987000,USD,22370000000,57556000000,40895000000,35943000000,12853000000,4952000000,4565000000,9517000000,1049000000,-757000000,1049000000,757000000,58313000000,-10000000,None,2786000000,13135000000,1886000000,757000000,11249000000,8878000000,13892000000,15639000000,11249000000,2020-04-30,0.64,0.56,0.08,14.2857,post-market
2019-12-31,USD,30516000000,1120000000,None,5410000000,1165000000,2816000000,2107000000,-5917000000,28000000,22236000000,-13668000000,-25407000000,-1958000000,20706000000,20706000000,None,3539000000,3539000000,None,2000000,2210000000,None,-20704000000,None,-8559000000,None,22236000000,USD,340618000000,163231000000,39771000000,107162000000,4097000000,39946000000,177387000000,37031000000,60959000000,None,None,None,374351000000,99899000000,67391000000,12026000000,40457000000,251087000000,102161000000,45111000000,14673000000,15214000000,4990000000,148926000000,None,119324000000,10224000000,93078000000,107861000000,36263000000,55848000000,89531000000,None,43977000000,45972000000,4384959000,USD,35217000000,91034000000,61799000000,56602000000,25569000000,5197000000,4451000000,9648000000,1045000000,-785000000,1045000000,785000000,91819000000,89000000,None,2816000000,25918000000,3682000000,785000000,22236000000,22266000000,26703000000,28385000000,22236000000,2020-01-28,1.25,1.14,0.11,9.6491,post-market
2019-09-30,USD,19910000000,860000000,None,22085000000,19925000000,3179000000,2777000000,19320000000,785000000,24313000000,-798000000,-21039000000,-7902000000,17444000000,17444000000,None,3479000000,3479000000,None,390000000,6963000000,None,-17054000000,None,24313000000,None,13686000000,USD,338516000000,162819000000,48844000000,100557000000,4106000000,45804000000,175697000000,37378000000,58579000000,None,None,None,362952000000,105341000000,51713000000,12352000000,32978000000,248028000000,105718000000,46236000000,13622000000,16240000000,5980000000,142310000000,None,117760000000,10260000000,91807000000,209135000000,37720000000,50503000000,90488000000,None,45898000000,45174000000,4443236000,USD,24313000000,64040000000,44305000000,39727000000,15625000000,4578000000,4110000000,8688000000,1106000000,-810000000,1106000000,810000000,64040000000,206000000,None,3179000000,16127000000,2441000000,810000000,24313000000,13741000000,16937000000,18804000000,13686000000,2019-10-30,0.76,0.71,0.05,7.0423,post-market
2019-06-30,USD,11636000000,801000000,None,-5496000000,-2698000000,2933000000,2000000000,214000000,-1502000000,10044000000,27502000000,-26804000000,-3980000000,16955000000,16955000000,None,3629000000,3629000000,None,1000000,0,None,-16954000000,None,10044000000,None,10044000000,USD,322239000000,134973000000,50530000000,94614000000,3355000000,26474000000,187266000000,37636000000,56348000000,None,None,None,370690000000,115996000000,44084000000,10530000000,33634000000,225783000000,89704000000,29115000000,None,23482000000,9953000000,136079000000,None,116029000000,13529000000,84936000000,108059000000,31673000000,51143000000,96456000000,None,53724000000,43371000000,4531395000,USD,20227000000,52943000000,38008000000,33582000000,11544000000,4426000000,4257000000,8683000000,1190000000,-866000000,1190000000,866000000,53809000000,43000000,None,2933000000,11911000000,1867000000,866000000,10044000000,10904000000,12777000000,14477000000,10044000000,2019-07-30,0.55,0.53,0.02,3.7736,post-market
2019-03-31,USD,11155000000,926000000,None,-15536000000,-10914000000,3040000000,2363000000,-10675000000,-70000000,11561000000,13348000000,-29457000000,-84000000,23702000000,23702000000,None,3443000000,3443000000,None,390000000,0,None,-23312000000,None,11561000000,None,11561000000,USD,341998000000,123346000000,37988000000,80092000000,4884000000,26278000000,218652000000,38746000000,54290000000,None,None,None,414334000000,145319000000,42104000000,12092000000,34587000000,236138000000,93772000000,30443000000,None,22429000000,11924000000,142366000000,None,113805000000,10505000000,90201000000,112922000000,35368000000,52165000000,105860000000,None,64558000000,42801000000,4607284000,USD,21821000000,57005000000,40652000000,36194000000,13415000000,4458000000,3948000000,8406000000,1358000000,-1010000000,1358000000,1010000000,58015000000,30000000,None,3040000000,13793000000,2232000000,1010000000,11561000000,13650000000,14803000000,16455000000,11561000000,2019-04-30,0.62,0.59,0.03,5.0847,post-market
2018-12-31,USD,26690000000,836000000,None,-8301000000,-10073000000,3395000000,3355000000,-12035000000,1076000000,19965000000,5844000000,-13676000000,12000000,8796000000,8796000000,None,3568000000,3568000000,None,0,0,None,-8796000000,None,18858000000,None,19965000000,USD,373719000000,140828000000,44771000000,86427000000,4988000000,36981000000,232891000000,39597000000,51929000000,None,None,None,446799000000,158608000000,41656000000,12432000000,34686000000,255827000000,108283000000,44293000000,None,21741000000,11969000000,147544000000,None,112372000000,9772000000,92989000000,115529000000,36703000000,54555000000,117892000000,None,80510000000,40970000000,4729803000,USD,32031000000,83420000000,57062000000,52279000000,23346000000,4783000000,3902000000,8685000000,1307000000,-890000000,None,890000000,84310000000,143000000,None,3395000000,23906000000,3941000000,890000000,19965000000,19742000000,24796000000,26741000000,19965000000,2019-01-29,1.05,1.04,0.01,0.9615,post-market
2018-09-30,USD,19523000000,902000000,None,21898000000,21040000000,2754000000,3041000000,22624000000,-1942000000,24084000000,-3001000000,-22580000000,-54000000,19104000000,19104000000,None,3530000000,3530000000,None,341000000,0,None,-18763000000,None,-6058000000,None,14125000000,USD,365725000000,131339000000,25913000000,25913000000,3956000000,48995000000,234386000000,41304000000,49099000000,None,None,None,448287000000,170799000000,40388000000,12087000000,22283000000,258578000000,115929000000,55888000000,14766000000,20748000000,11964000000,142649000000,None,111984000000,8784000000,93735000000,220132000000,33327000000,48914000000,107147000000,None,70400000000,40201000000,4754986000,USD,24084000000,62900000000,38816000000,38816000000,16118000000,4216000000,3750000000,7966000000,1311000000,-868000000,None,868000000,62900000000,-140000000,None,2754000000,16421000000,2296000000,868000000,24084000000,13782000000,17289000000,18872000000,14125000000,2018-11-01,0.73,0.7,0.03,4.2857,post-market
2018-06-30,USD,14488000000,764000000,None,-649000000,1265000000,2665000000,3267000000,3946000000,-1693000000,11519000000,3947000000,-31523000000,-22000000,20783000000,20783000000,None,3653000000,3653000000,None,1000000,0,None,-20782000000,None,-13088000000,None,11519000000,USD,349197000000,115761000000,31971000000,70970000000,5936000000,26367000000,406209000000,38117000000,47251000000,None,None,None,243743000000,172773000000,38999000000,12488000000,22546000000,234248000000,88548000000,38489000000,10281000000,17472000000,11974000000,191394000000,None,108598000000,5498000000,97128000000,115871000000,25184000000,45694000000,114949000000,None,79436000000,38624000000,4842917000,USD,20421000000,53265000000,32844000000,32844000000,12612000000,4108000000,3701000000,7809000000,1418000000,-846000000,None,846000000,53265000000,100000000,None,2665000000,13284000000,1765000000,846000000,11519000000,11472000000,14130000000,15277000000,11519000000,2018-07-31,0.585,0.545,0.04,7.3394,post-market
2018-03-31,USD,15130000000,733000000,None,-26512000000,-24371000000,2739000000,4041000000,-28468000000,3241000000,13822000000,28710000000,-26272000000,-2000000,22756000000,22756000000,None,3190000000,3190000000,None,0,0,None,-22429000000,None,17568000000,None,13822000000,USD,367502000000,130053000000,45059000000,87940000000,7662000000,22408000000,416735000000,35077000000,45425000000,None,None,None,267226000000,179286000000,42881000000,12043000000,23086000000,240624000000,89320000000,34311000000,10862000000,20478000000,11980000000,198159000000,None,119598000000,8498000000,101362000000,122881000000,26756000000,46855000000,126878000000,None,91898000000,38044000000,4943282000,USD,23422000000,61137000000,37715000000,37715000000,15894000000,4150000000,3378000000,7528000000,1505000000,-792000000,None,792000000,61137000000,-439000000,None,2739000000,16168000000,2346000000,792000000,13822000000,11877000000,16960000000,18633000000,13822000000,2018-05-01,0.6825,0.6725,0.01,1.487,post-market
