fiscalDateEnding,reportedCurrency_cash_flow,operatingCashflow_cash_flow,paymentsForOperatingActivities_cash_flow,proceedsFromOperatingActivities_cash_flow,changeInOperatingLiabilities_cash_flow,changeInOperatingAssets_cash_flow,depreciationDepletionAndAmortization_cash_flow,capitalExpenditures_cash_flow,changeInReceivables_cash_flow,changeInInventory_cash_flow,profitLoss_cash_flow,cashflowFromInvestment_cash_flow,cashflowFromFinancing_cash_flow,proceedsFromRepaymentsOfShortTermDebt_cash_flow,paymentsForRepurchaseOfCommonStock_cash_flow,paymentsForRepurchaseOfEquity_cash_flow,paymentsForRepurchaseOfPreferredStock_cash_flow,dividendPayout_cash_flow,dividendPayoutCommonStock_cash_flow,dividendPayoutPreferredStock_cash_flow,proceedsFromIssuanceOfCommonStock_cash_flow,proceedsFromIssuanceOfLongTermDebtAndCapitalSecuritiesNet_cash_flow,proceedsFromIssuanceOfPreferredStock_cash_flow,proceedsFromRepurchaseOfEquity_cash_flow,proceedsFromSaleOfTreasuryStock_cash_flow,changeInCashAndCashEquivalents_cash_flow,changeInExchangeRate_cash_flow,netIncome_cash_flow,reportedCurrency_balance_sheet,totalAssets_balance_sheet,totalCurrentAssets_balance_sheet,cashAndCashEquivalentsAtCarryingValue_balance_sheet,cashAndShortTermInvestments_balance_sheet,inventory_balance_sheet,currentNetReceivables_balance_sheet,totalNonCurrentAssets_balance_sheet,propertyPlantEquipment_balance_sheet,accumulatedDepreciationAmortizationPPE_balance_sheet,intangibleAssets_balance_sheet,intangibleAssetsExcludingGoodwill_balance_sheet,goodwill_balance_sheet,investments_balance_sheet,longTermInvestments_balance_sheet,shortTermInvestments_balance_sheet,otherCurrentAssets_balance_sheet,otherNonCurrentAssets_balance_sheet,totalLiabilities_balance_sheet,totalCurrentLiabilities_balance_sheet,currentAccountsPayable_balance_sheet,deferredRevenue_balance_sheet,currentDebt_balance_sheet,shortTermDebt_balance_sheet,totalNonCurrentLiabilities_balance_sheet,capitalLeaseObligations_balance_sheet,longTermDebt_balance_sheet,currentLongTermDebt_balance_sheet,longTermDebtNoncurrent_balance_sheet,shortLongTermDebtTotal_balance_sheet,otherCurrentLiabilities_balance_sheet,otherNonCurrentLiabilities_balance_sheet,totalShareholderEquity_balance_sheet,treasuryStock_balance_sheet,retainedEarnings_balance_sheet,commonStock_balance_sheet,commonStockSharesOutstanding_balance_sheet,reportedCurrency_income_statement,grossProfit_income_statement,totalRevenue_income_statement,costOfRevenue_income_statement,costofGoodsAndServicesSold_income_statement,operatingIncome_income_statement,sellingGeneralAndAdministrative_income_statement,researchAndDevelopment_income_statement,operatingExpenses_income_statement,investmentIncomeNet_income_statement,netInterestIncome_income_statement,interestIncome_income_statement,interestExpense_income_statement,nonInterestIncome_income_statement,otherNonOperatingIncome_income_statement,depreciation_income_statement,depreciationAndAmortization_income_statement,incomeBeforeTax_income_statement,incomeTaxExpense_income_statement,interestAndDebtExpense_income_statement,netIncomeFromContinuingOperations_income_statement,comprehensiveIncomeNetOfTax_income_statement,ebit_income_statement,ebitda_income_statement,netIncome_income_statement,reportedDate_earnings,reportedEPS_earnings,estimatedEPS_earnings,surprise_earnings,surprisePercentage_earnings,reportTime_earnings
2024-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2025-01-29,None,3.77,0,None,post-market
2024-09-30,USD,-745000000,None,None,None,None,1268000000,424000000,None,None,-317000000,None,-2765000000,0,None,None,None,1543000000,1543000000,None,None,0,None,-189000000,None,None,None,-330000000,USD,134339000000,30543000000,13197000000,13197000000,1367000000,6203000000,96174000000,5614000000,None,72182000000,11090000000,61092000000,None,None,505000000,1836000000,None,109809000000,28853000000,3274000000,16548000000,7189000000,3599000000,80955000000,3547000000,55308000000,3590000000,52980000000,82312000000,5934000000,11186000000,24448000000,169935000000,149789000000,61013000000,923600000,USD,8420000000,14968000000,6548000000,12000000,1364000000,4911000000,1876000000,7056000000,None,-259000000,170000000,429000000,-466000000,422000000,None,1268000000,-815000000,-485000000,None,-317000000,1570000000,-386000000,1042000000,-330000000,2024-10-23,2.3,2.23,0.07,3.139,post-market
2024-06-30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2024-07-24,2.43,2.2,0.23,10.4545,post-market
2024-03-31,USD,4168000000,None,None,None,None,1131000000,239000000,None,None,1576000000,-4210000000,1877000000,1000000,None,None,None,1522000000,1522000000,None,None,5486000000,None,-199000000,None,None,None,1605000000,USD,137169000000,36663000000,14603000000,14603000000,1212000000,6676000000,93235000000,5594000000,None,70284000000,10750000000,59534000000,None,None,4512000000,4227000000,None,113836000000,32397000000,3588000000,17539000000,10940000000,5471000000,81439000000,3367000000,57125000000,5469000000,54033000000,86750000000,6009000000,10914000000,23261000000,169759000000,151362000000,60145000000,917200000,USD,7742000000,14462000000,6719000000,28000000,85000000,4974000000,1796000000,7657000000,None,-432000000,210000000,432000000,215000000,274000000,533000000,598000000,1103000000,-502000000,432000000,1575000000,1878000000,1535000000,2133000000,1605000000,2024-04-24,1.68,1.6,0.08,5,post-market
2023-12-31,USD,4463000000,None,None,None,None,1152000000,300000000,None,390000000,3294000000,2836000000,-1615000000,-13000000,None,None,None,1518000000,1518000000,None,None,0,None,-64000000,None,None,None,3288000000,USD,135241000000,32908000000,13068000000,13068000000,1161000000,7725000000,101302000000,-472000000,None,71214000000,11036000000,60178000000,125000000,125000000,373000000,12860000000,None,112628000000,34122000000,4132000000,16984000000,12851000000,6426000000,87072000000,379000000,54588000000,6304000000,50121000000,120630000000,6203000000,11475000000,22533000000,169624000000,151276000000,59643000000,915013646,USD,10267000000,17381000000,7114000000,112000000,3876000000,4791000000,1748000000,6391000000,None,-405000000,143000000,405000000,-412000000,108000000,541000000,611000000,3762000000,474000000,405000000,3285000000,624000000,4167000000,4778000000,3288000000,2024-01-24,3.87,3.78,0.09,2.381,post-market
2023-09-30,USD,3056000000,None,None,None,None,1093000000,281000000,None,None,1714000000,-1953000000,-3132000000,9000000,0,0,None,1515000000,1515000000,None,None,154000000,None,0,None,None,None,1704000000,USD,129321000000,27705000000,7257000000,7257000000,1399000000,6039000000,100035000000,5369000000,12848000000,70874000000,11278000000,59596000000,None,None,3721000000,2581000000,None,106165000000,30606000000,3342000000,15002000000,12814000000,6414000000,75560000000,3283000000,50664000000,6400000000,48828000000,84575000000,8126000000,12081000000,23081000000,169640000000,149506000000,59313000000,912800000,USD,8023000000,14752000000,6729000000,42000000,1994000000,4458000000,1685000000,6029000000,None,-412000000,156000000,412000000,265000000,97000000,521000000,572000000,1863000000,159000000,412000000,1714000000,2105000000,2275000000,2847000000,1704000000,2023-10-25,2.2,2.13,0.07,3.2864,post-market
2023-06-30,USD,2638000000,None,None,None,None,1077000000,364000000,None,None,1581000000,7000000,-2730000000,0,0,0,None,1510000000,1510000000,None,None,0,None,0,None,-85000000,None,1583000000,USD,132213000000,34458000000,9394000000,9394000000,1501000000,6368000000,96170000000,5443000000,13145000000,66881000000,10496000000,56385000000,None,1585000000,6904000000,2731000000,None,109942000000,32513000000,3732000000,15976000000,13565000000,6785000000,77429000000,2828000000,54030000000,6780000000,50691000000,87088000000,8442000000,12103000000,22201000000,169581000000,149318000000,58963000000,909855943,USD,8501000000,15475000000,6974000000,61000000,1984000000,4900000000,1687000000,6517000000,None,-423000000,201000000,423000000,163000000,39000000,520000000,557000000,2002000000,419000000,423000000,1581000000,1863000000,2425000000,2982000000,1583000000,2023-07-19,2.18,2.01,0.17,8.4577,post-market
2023-03-31,USD,3774000000,None,None,None,None,1074000000,300000000,None,None,927000000,-7960000000,5708000000,-3000000,0,0,None,1497000000,1497000000,None,None,9432000000,None,0,None,1522000000,None,927000000,USD,133637000000,35982000000,9337000000,9337000000,1603000000,12626000000,96048000000,5344000000,13417000000,67098000000,10905000000,56193000000,None,1607000000,8057000000,2501000000,None,111964000000,30993000000,3728000000,16663000000,9768000000,4887000000,80971000000,2963000000,55692000000,4881000000,53826000000,86257000000,8289000000,12099000000,21604000000,169544000000,149253000000,58675000000,907500000,USD,7509000000,14252000000,6743000000,30000000,256000000,4853000000,1655000000,7253000000,None,-367000000,170000000,367000000,-93000000,22000000,527000000,547000000,1051000000,124000000,367000000,934000000,888000000,1418000000,1965000000,927000000,2023-04-19,1.36,1.26,0.1,7.9365,post-market
2022-12-31,USD,3965000000,None,None,None,None,1137000000,409000000,None,71000000,2710000000,-1319000000,-2852000000,-4000000,0,0,None,1494000000,1494000000,None,None,7000000,None,0,None,None,None,2710000000,USD,127243000000,29118000000,7886000000,7886000000,1552000000,14209000000,96874000000,5334000000,13361000000,67133000000,11184000000,55949000000,142000000,142000000,852000000,2610000000,None,105222000000,31505000000,4051000000,15531000000,9511000000,4760000000,83414000000,164000000,47190000000,4676000000,46189000000,107759000000,9788000000,12243000000,21944000000,169484000000,149825000000,58343000000,906091977,USD,9632000000,16690000000,7058000000,190000000,3294000000,4766000000,1604000000,6338000000,None,-313000000,64000000,313000000,-394000000,36000000,570000000,567000000,3154000000,444000000,313000000,2870000000,3109000000,3467000000,4034000000,2710000000,2023-01-25,3.6,3.6,0,0,post-market
2022-09-30,USD,1901000000,None,None,None,None,1163000000,317000000,None,71000000,-3196000000,-1697000000,713000000,230000000,0,0,None,1491000000,1491000000,None,None,3395000000,None,0,None,917000000,None,-3196000000,USD,125850000000,28999000000,7816000000,7816000000,1794000000,6289000000,95237000000,5150000000,13525000000,65185000000,10967000000,54218000000,None,1614000000,1753000000,1000000,None,105703000000,30466000000,3806000000,14157000000,11678000000,5937000000,75236000000,2947000000,46685000000,5741000000,44942000000,76684000000,8740000000,13413000000,20076000000,169514000000,148611000000,58117000000,904076831,USD,7430000000,14107000000,6677000000,57000000,1471000000,4391000000,1611000000,5959000000,None,-295000000,53000000,295000000,363000000,80000000,586000000,577000000,-4483000000,-1287000000,295000000,-3214000000,1834000000,-4188000000,-3611000000,-3196000000,2022-10-19,1.81,1.77,0.04,2.2599,post-market
2022-06-30,USD,1321000000,None,None,None,None,1246000000,339000000,None,None,1392000000,172000000,-4196000000,-1000000,0,0,None,1488000000,1488000000,None,None,318000000,None,0,None,-2703000000,None,1392000000,USD,127503000000,27896000000,7034000000,7034000000,1684000000,6626000000,97917000000,5275000000,13804000000,66610000000,11571000000,55039000000,None,1689000000,524000000,1000000,None,108026000000,31844000000,3707000000,15591000000,11733000000,5981000000,76183000000,3066000000,47895000000,5752000000,44328000000,75151000000,8750000000,13486000000,19409000000,169522000000,153298000000,57802000000,901500000,USD,8290000000,15535000000,7246000000,120000000,2377000000,4855000000,1673000000,5913000000,None,-297000000,28000000,297000000,440000000,243000000,620000000,626000000,1649000000,257000000,297000000,1465000000,1755000000,1946000000,2572000000,1392000000,2022-07-18,2.31,2.27,0.04,1.7621,post-market
2022-03-31,USD,3248000000,None,None,None,None,1256000000,281000000,None,None,733000000,-1358000000,1377000000,-8000000,0,0,None,1475000000,1475000000,None,None,4084000000,None,0,None,3267000000,None,733000000,USD,133275000000,31330000000,9934000000,9934000000,1776000000,13725000000,100173000000,5559000000,14448000000,68418000000,12312000000,56106000000,None,1771000000,550000000,-2000000,None,114162000000,34056000000,3453000000,16949000000,15366000000,7690000000,80107000000,3312000000,55572000000,7676000000,46545000000,81434000000,8433000000,13844000000,19050000000,169422000000,153401000000,57603000000,899316026,USD,7335000000,14197000000,6862000000,19000000,470000000,4597000000,1679000000,6865000000,None,-311000000,17000000,311000000,-42000000,83000000,631000000,625000000,694000000,-39000000,311000000,662000000,1436000000,1005000000,1630000000,733000000,2022-04-19,1.4,1.38,0.02,1.4493,post-market
2021-12-31,USD,2544000000,None,None,None,None,1381000000,450000000,1372000000,138000000,2333000000,-675000000,-2692000000,-880000000,0,0,None,1474000000,1474000000,None,None,128000000,None,0,None,-823000000,None,2333000000,USD,132001000000,29539000000,6650000000,6650000000,1649000000,14977000000,101786000000,5694000000,14390000000,68154000000,12511000000,55643000000,199000000,159000000,600000000,5663000000,None,113005000000,33619000000,3955000000,16095000000,13551000000,6787000000,90188000000,63000000,56193000000,6728000000,44917000000,110496000000,9385000000,13996000000,18901000000,169392000000,154209000000,57319000000,898068600,USD,9501000000,16694000000,7195000000,89000000,913000000,4903000000,1625000000,5194000000,None,-303000000,13000000,303000000,None,38000000,749000000,632000000,2739000000,406000000,303000000,2462000000,5136000000,3042000000,3674000000,2333000000,2022-01-24,3.35,3.3,0.05,1.5152,post-market
2021-09-30,USD,2713000000,None,None,None,None,1684000000,558000000,None,138000000,1130000000,-629000000,-1748000000,908000000,0,0,None,1471000000,1471000000,None,None,151000000,None,0,None,1130000000,None,1130000000,USD,144214000000,29967000000,7455000000,7455000000,1891000000,14669000000,112252000000,9138000000,23211000000,74403000000,13025000000,61378000000,None,1996000000,600000000,5352000000,None,121858000000,35832000000,4248000000,16229000000,14207000000,7575000000,86026000000,4477000000,58782000000,6632000000,46926000000,83307000000,10460000000,15179000000,22228000000,169406000000,161747000000,57189000000,897097073,USD,7106000000,13251000000,6145000000,49000000,1761000000,4306000000,1606000000,6410000000,None,-291000000,-1000000,290000000,None,-234000000,1037000000,647000000,906000000,-224000000,291000000,1037000000,1480000000,1196000000,1843000000,1130000000,2021-10-20,2.52,2.5,0.02,0.8,post-market
2021-06-30,USD,2625000000,None,None,None,None,1680000000,560000000,None,138000000,1325000000,-2671000000,-3131000000,21000000,0,0,None,1467000000,1467000000,None,None,192000000,None,0,None,1325000000,None,1325000000,USD,146814000000,30774000000,7350000000,7350000000,1807000000,15823000000,114030000000,9423000000,23152000000,75184000000,13539000000,61645000000,None,2010000000,600000000,5194000000,None,124747000000,36616000000,4214000000,17385000000,12848000000,6442000000,88132000000,4612000000,60637000000,6406000000,48735000000,83835000000,11354000000,14741000000,21942000000,169404000000,162086000000,56912000000,895043024,USD,7852000000,14218000000,6366000000,103000000,2304000000,4849000000,1641000000,6700000000,None,-281000000,11000000,281000000,None,-315000000,1050000000,630000000,1426000000,101000000,281000000,810000000,1930000000,1707000000,2337000000,1325000000,2021-07-19,2.33,2.29,0.04,1.7467,post-market
2021-03-31,USD,4914000000,None,None,None,None,1672000000,494000000,None,138000000,955000000,-2000000000,-5783000000,-89000000,0,0,None,1457000000,1457000000,None,None,51000000,None,0,None,-2869000000,None,955000000,USD,148629000000,34038000000,10531000000,11131000000,1828000000,16067000000,112465000000,9452000000,22817000000,73519000000,13535000000,59984000000,600000000,8047000000,600000000,5012000000,None,127116000000,36542000000,4140000000,18350000000,10360000000,5198000000,90573000000,4716000000,61124000000,5162000000,51206000000,83548000000,11670000000,14489000000,21389000000,169360000000,162218000000,56788000000,893630916,USD,7027000000,13187000000,6160000000,59000000,1084000000,4688000000,1616000000,7120000000,None,-280000000,14000000,280000000,None,-362000000,1052000000,620000000,795000000,-160000000,280000000,403000000,2036000000,1075000000,1695000000,955000000,2021-04-19,1.77,1.63,0.14,8.589,post-market
2020-12-31,USD,5860000000,None,None,None,None,1699000000,678000000,5297000000,-209000000,1356000000,-558000000,-6293000000,-386000000,0,0,None,1454000000,1454000000,None,None,167000000,None,0,None,-4000000000,None,1356000000,USD,155971000000,39165000000,13188000000,13812000000,1812000000,18738000000,115864000000,6205000000,13895000000,73413000000,13796000000,53765000000,923000000,172000000,600000000,4776000000,None,135244000000,39869000000,4033000000,17134000000,14102000000,7116000000,106679000000,60000000,68416000000,6956000000,54217000000,130178000000,13588000000,14180000000,20597000000,169339000000,162717000000,56556000000,892653424,USD,5813000000,1926000000,-3888000000,181000000,-4000000000,4712000000,1540000000,2000000000,None,-317000000,15000000,317000000,None,-247000000,1089000000,610000000,884000000,-472000000,317000000,-305000000,603000000,1201000000,1811000000,1356000000,2021-01-21,2.07,1.79,0.28,15.6425,post-market
2020-09-30,USD,4285000000,None,None,None,None,1683000000,725000000,None,-209000000,1698000000,-332000000,-1689000000,-18000000,0,0,None,1453000000,1453000000,None,None,147000000,None,0,None,1698000000,None,1698000000,USD,154128000000,39845000000,14393000000,15593000000,1949000000,17870000000,112339000000,9958000000,22474000000,72317000000,13962000000,58355000000,1200000000,8367000000,1200000000,1000000,None,132794000000,37993000000,3985000000,15501000000,19962000000,10285000000,94800000000,4971000000,71460000000,9677000000,55129000000,100934000000,10706000000,15484000000,21208000000,169380000000,162806000000,56366000000,891400000,USD,8430000000,17560000000,9130000000,64000000,2358000000,4647000000,1515000000,6072000000,None,-323000000,15000000,323000000,None,-253000000,1070000000,613000000,1826000000,128000000,323000000,1698000000,1870000000,2149000000,2762000000,1698000000,2020-10-19,2.58,2.58,0,0,post-market
2020-06-30,USD,3576000000,None,None,None,None,1679000000,585000000,None,-209000000,1361000000,-1236000000,-1624000000,-1035000000,0,0,None,1450000000,1450000000,None,None,4135000000,None,0,None,1361000000,None,1361000000,USD,154200000000,39953000000,12041000000,14104000000,1869000000,19447000000,112325000000,9709000000,21957000000,72103000000,14270000000,57833000000,2063000000,9272000000,2063000000,-1000000,None,133512000000,38442000000,4719000000,16256000000,17733000000,9289000000,95069000000,5027000000,70044000000,8444000000,55449000000,98574000000,10622000000,15666000000,20551000000,169386000000,162559000000,56135000000,889400000,USD,8700000000,18123000000,9423000000,117000000,2121000000,5248000000,1582000000,6579000000,None,-323000000,23000000,323000000,None,-179000000,1056000000,623000000,1570000000,209000000,323000000,1362000000,1888000000,1893000000,2516000000,1361000000,2020-07-20,2.18,2.07,0.11,5.314,post-market
2020-03-31,USD,4476000000,None,None,None,None,1634000000,630000000,None,-209000000,1175000000,-902000000,-115000000,586000000,0,0,None,1440000000,1440000000,None,None,6055000000,None,0,None,3459000000,None,1175000000,USD,153403000000,38931000000,11218000000,11865000000,1786000000,20669000000,112562000000,9626000000,21464000000,72183000000,14666000000,57517000000,647000000,9619000000,647000000,2000000,None,133275000000,40673000000,4172000000,17146000000,19832000000,11642000000,88802000000,5126000000,64950000000,8190000000,52685000000,127712000000,10155000000,15874000000,19999000000,169437000000,162626000000,56092000000,888000000,USD,7922000000,17571000000,9649000000,76000000,-145000000,5955000000,1625000000,8067000000,None,-326000000,51000000,326000000,None,-182000000,1012000000,622000000,-51000000,-1226000000,326000000,1176000000,489000000,275000000,897000000,1175000000,2020-04-20,1.84,1.8,0.04,2.2222,post-market
2019-12-31,USD,3451000000,2073000000,None,None,None,1650000000,576000000,None,67000000,3670000000,128000000,-5675000000,-457000000,0,0,None,1438000000,1438000000,None,None,329000000,None,0,None,-2096000000,None,3670000000,USD,152186000000,38420000000,8172000000,8868000000,1619000000,23795000000,112878000000,10010000000,22018000000,73457000000,15235000000,52471000000,974000000,184000000,696000000,4138000000,None,131202000000,37701000000,4896000000,15877000000,16319000000,8797000000,100877000000,5259000000,65953000000,7522000000,54102000000,132187000000,10602000000,14526000000,20841000000,169413000000,162954000000,55895000000,887110455,USD,6145000000,2344000000,-3801000000,387000000,4048000000,3553000000,1517000000,7052000000,None,-354000000,48000000,354000000,None,None,1021000000,629000000,3323000000,-347000000,354000000,1380000000,4159000000,3677000000,4306000000,3670000000,2020-01-21,4.71,4.68,0.03,0.641,post-market
2019-09-30,USD,3619000000,395000000,None,None,None,1669000000,588000000,None,67000000,1672000000,-30373000000,-8177000000,-6733000000,125000000,125000000,None,1436000000,1436000000,None,None,247000000,None,-125000000,None,1672000000,None,1672000000,USD,149620000000,38121000000,10087000000,10820000000,1712000000,20959000000,109277000000,10063000000,21608000000,73564000000,15613000000,57951000000,733000000,2221000000,733000000,-1000000,None,131524000000,35066000000,4042000000,14605000000,15054000000,8530000000,96458000000,5167000000,62944000000,5147000000,57797000000,71474000000,9894000000,15564000000,17956000000,169474000000,160709000000,55808000000,886000000,USD,8336000000,18028000000,9692000000,75000000,1872000000,5024000000,1553000000,6464000000,None,-432000000,63000000,432000000,None,None,1058000000,611000000,1521000000,-151000000,432000000,1673000000,1427000000,1953000000,2564000000,1672000000,2019-10-16,2.68,2.67,0.01,0.3745,post-market
